1	0.000003	0.000001	0.000003	1
2	0.000003	0.000000	0.000002	1
4	0.000006	0.000000	0.000005	1
8	0.000014	0.000022	0.000024	1
16	0.000069	0.000066	0.000056	1
32	0.000278	0.000295	0.000332	1
64	0.002118	0.001642	0.001716	1
128	0.016360	0.010867	0.011459	1
256	0.129180	0.075498	0.079598	1
512	1.411267	0.559830	0.599116	1
1024	24.453509	3.883836	4.371062	1
2048	213.300660	26.394895	27.992304	1

